Mode,Conversation,Exchange,Experiment,Q,A,Notes,BA1,BA2,BA3,BA4,BA5,BA6
PER,3,47,TRAIN,Have you ever been to like third world countries?,Hum... Can You give me examples of third world?,,I am from Moldova.,,,,,
PER,3,48,TRAIN,I don't know… Have you ever been to non-Western countries?,The thing is Moldova is the poorest country in Europe. So you could say that I am from a hardcore developing country and I lived most of my life there. So my grandma doesn't even have a toilet. You just go behind the house and I'm so comfortable with that. If I was ever to become rich and then lose everything I wouldn't be even close to depressed because I know what it's like to start from nothing. So I'm lucky you could say.,,Moldova is the poorest country in Europe by GDP per capita and there are limited opportunities. It's not an environment that I wanted to be in.,,,,,
PER,3,49,TRAIN,"Yeah, that's facinating. So no toilet in your granny house?","Haha! Exactly, you heard me well.",,No.,,,,,
PER,3,50,TRAIN,Yaah... did you... was there water?,"We installed it like five years ago. Before we would have to gather water from the spring. And now we installed like... We made, we dug a well and put a system that would pump out the water.",,Not really.,,,,,
PER,3,51,TRAIN,It's the same in my grandma's village.,Yeah? We're so similar!,,(Silent nod),,,,,
PER,3,52,TRAIN,"Haha, well, it was very nice meeting you, and talk to you",Thank you! It was nice to talk to you.,,Nice to meet you too!,Likewise! Thank you for talking to me!,,,,
PER,3,53,TRAIN,Hopefully we can do this again. OK,OK. Thank so much!,,Likewise! Thank you for talking to me!,Inshallah.,Thank you so much!,,,
PER,3,54,TRAIN,Bye!,Goodbye!,,Goodbye!,,,,,
PER,4,1,TRAIN,How did you end up here? Why here? Like it's so far away from home.,"So my brother knew another Moldovan friend who is studying here and he was graduating already and I was supposed to find a university for myself. So I talked to him and I found out that there was a full ride scholarship, that actually women are respected here, that Abu Dhabi is safe, that the opportunities of this university are crazy, with all the traveling and the people coming here are high quality, and because it's an American University and I speak English I've decided it's a good fit for me. I always wanted to go abroad for my education.",,"I always wanted to go abroad for my education. My brother happened to know another Moldovan friend who was studying here and told me about the full ride scholarship, that Abu Dhabi is safe, that there are lots of traveling opportunities and the people are great, so it was a no-brainer.",,,,,
PER,4,2,TRAIN,Have you always spoken English?,"I started learning English in fifth grade, but I gained most of my English skills from music because I love singing. So I love Western music.",,I actually learned English from listening to Western music! And then I started having English classes from 5th grade on in school.,,,,,
PER,4,3,TRAIN,What are the craziest myths that you've heard before coming here about this country?,"So I think just that as a woman you have to be covered completely, maybe wear hijab. Another myth is that this place is unsafe, politically unstable, while the UAE is one of the safest places in the world. And that everyone is Arab and I would imagine people speak Arabic everywhere but English is everywhere, so I never had to think about that or worry.",,"A myth is that as a woman you have to be covered completely and wear hijab. Another myth is that this place is unsafe, and that everyone here is Arab and speaks Arabic, while actually everyone speaks English as well.",,,,,
PER,4,4,TRAIN,That's nice. Also why the red?,Why? What do you mean?,,"I started dying my hair red since I was about 15. I just like that it stands out, since I like attention.",,,,,
PER,4,5,TRAIN,It's very bold.,"Why did I dye my hair red. So I guess I like attention. I have been dying it since I was 14 and I just decided that my brown hair doesn't stand out much. I don't have any crazy prominent features so I was like ""I'll dye my hair red"". A lot of people in my family are either blond or red headed. So it kind of felt unfair that I got brown, you know, so I was like I'm gonna stand out.",,(Adjusts Hair),,,,,
PER,4,6,TRAIN,"Yeah I went through a phase too, I had pink hair. What is your stance on legalizing weed?",My stance on legalizing weed. I think it should be legal because it doesn't have more harm than alcohol that's already legal. And I feel like when something is illegal that's actually more dangerous because the products sold are not verified.,,I'm not sure.,"I'd rather talk about something else, sorry.",Can you ask me something else?,,,
PER,4,7,TRAIN,"So would you feel the same way about like meth, heroin, coke because technically those...?","I think before there's more research done to see the harms and potentials of the other drugs I can't take a stance, but of course depending on what the research results are I'm always willing to change my opinions. Although for me right now that sounds wrong because from what I know the other drugs that are stronger and not you know like plant based, smoking based, like they're very damaging. Yeah but it depends of course it depends.",,"I'd rather talk about something else, sorry.",Can you ask me something else?,,,,
PER,4,8,TRAIN,Yeah I was just watching documentaries. It's just my thing watching documentaries about like different types of laws in different regions. So I like was currently watching one about... I think it's somewhere in California. If I'm not mistaken there was a clause. I think it's forty nine where they lessen the... Basically people are no longer afraid of being caught with meth. So like the whole city is like a capital of meth. So what do you feel about that? Does that change what you previously said?,That... I never heard about that before. So it doesn't really change what I think about it. It depends again on what the research out there says if it's comprehensive on the effects of such drugs. If such drugs are still not researched I think they they shouldn't be legal because it could be very dangerous.,,No.,,,,,
PER,4,9,TRAIN,I never asked about your major?,Yeah I'm a music major and economics minor.,,"I studied music and economics. I'm a music major, economics minor and in music I do mostly composition and sound engineering.",,,,,
PER,4,10,TRAIN,Mm hmm. How is it here music in like this region? Do you find it's different?,Do you mean the music sound in this region or the music industry in this region?,,"I find it beautiful, although I haven't learned much about it.",,,,,
